unit,civil,uncivil,intolerant,threatening,ranking,treat,treatment,pid,rank1,gender,agegroup,racecat_anes,educ,fil_lurker_visit,anger,disgust,pid7
649,4,1,2,3,4123,0,control,Democrat,uncivil,Female,Born 1991 or later,Race other/multiple,College,Every day,70,70,Leaning Democrat
650,4,2,1,3,4213,2,uncivil,Independent,intolerant,Male,Born 1975-1990,White,College,Every day,70,70,Independent
651,4,1,2,3,4123,3,intolerant,Republican,uncivil,Male,Born 1991 or later,White,College,A few times a month,67,81,Republican
652,4,2,3,1,4231,5,threatening (new),Republican,threatening,Female,Born 1959-1974,NA,High school graduate,Every day,8,0,Republican
653,4,2,1,3,4213,0,control,Independent,intolerant,Female,Born 1991 or later,White,High school graduate,Every day,55,84,Independent
654,4,3,1,2,4312,4,threatening,Democrat,intolerant,Female,Born 1975-1990,White,College,Every day,91,100,Leaning Democrat
655,1,2,3,4,1234,1,non-group-related control,Independent,civil,Male,Born 1991 or later,White,High school graduate,Every day,0,0,Independent
656,1,2,3,4,1234,0,control,Republican,civil,Female,Born 1991 or later,White,College,At least once a week but not every day,0,42,Republican
657,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Male,Born 1975-1990,White,High school graduate,Every day,90,90,Leaning Democrat
658,3,2,1,4,3214,0,control,Democrat,intolerant,Male,Born 1975-1990,White,Postgraduate (e.g. Masters),At least once a week but not every day,70,80,Democrat
659,1,2,3,4,1234,1,non-group-related control,Independent,civil,Female,Born 1975-1990,White,College,Every day,0,0,Independent
660,4,1,2,3,4123,3,intolerant,Democrat,uncivil,Male,Born 1991 or later,Race other/multiple,College,Every day,0,100,Democrat
661,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Female,Born 1975-1990,Hispanic,High school graduate,Every day,51,95,Democrat
662,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Male,Born 1975-1990,White,College,At least once a week but not every day,75,97,Democrat
663,4,3,1,2,4312,5,threatening (new),Independent,intolerant,Female,Born 1959-1974,Race other/multiple,College,Every day,100,100,Independent
664,4,2,3,1,4231,5,threatening (new),Democrat,threatening,Female,Born 1991 or later,White,High school graduate,Every day,100,100,Democrat
665,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1975-1990,White,College,Every day,82,94,Strong Democrat
666,2,1,4,3,2143,4,threatening,Democrat,uncivil,Male,Born 1991 or later,Black,College,Every day,11,10,Democrat
667,4,1,2,3,4123,0,control,Independent,uncivil,Female,Born 1975-1990,White,College,Every day,100,81,Independent
668,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1959-1974,White,Professional degree,At least once a week but not every day,60,100,Strong Democrat
669,3,1,2,4,3124,2,uncivil,Republican,uncivil,Female,Born 1943-1958,White,College,Every day,50,63,Republican
670,4,2,3,1,4231,5,threatening (new),Democrat,threatening,Female,Born 1991 or later,Race other/multiple,College,Every day,24,0,Strong Democrat
671,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,100,100,Strong Democrat
672,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Male,Born 1991 or later,Hispanic,High school graduate,Every day,40,70,Leaning Democrat
673,4,2,1,3,4213,0,control,Democrat,intolerant,Male,Born 1991 or later,White,High school graduate,Every day,26,8,Democrat
674,4,2,3,1,4231,5,threatening (new),Independent,threatening,Male,Born 1975-1990,Black,College,Every day,0,21,Independent
675,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1991 or later,Hispanic,College,Every day,1,0,Democrat
676,4,2,3,1,4231,4,threatening,Independent,threatening,Male,Born 1975-1990,Black,College,At least once a week but not every day,12,36,Independent
677,4,2,3,1,4231,4,threatening,Republican,threatening,Female,Born 1991 or later,White,High school graduate,Every day,0,50,Strong Republican
678,1,3,2,4,1324,1,non-group-related control,Republican,civil,Female,Born 1975-1990,Race other/multiple,College,At least once a week but not every day,0,0,Strong Republican
679,4,3,1,2,4312,2,uncivil,Independent,intolerant,Male,Born 1975-1990,White,College,Every day,85,70,Independent
680,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,81,82,Leaning Democrat
681,3,1,2,4,3124,2,uncivil,Democrat,uncivil,Female,Born 1943-1958,White,High school graduate,Every day,40,40,Democrat
682,4,1,3,2,4132,2,uncivil,Democrat,uncivil,Female,Born 1991 or later,Race other/multiple,College,Every day,51,76,Democrat
683,1,2,3,4,1234,1,non-group-related control,Democrat,civil,Female,Born 1991 or later,White,College,Every day,0,5,Strong Democrat
684,4,1,2,3,4123,3,intolerant,Independent,uncivil,Male,Born 1991 or later,Hispanic,College,Every day,20,9,Independent
685,2,3,1,4,2314,0,control,Independent,intolerant,Male,Born 1959-1974,White,College,A few times a month,32,62,Independent
686,4,1,3,2,4132,5,threatening (new),Republican,uncivil,Male,Born 1991 or later,Black,High school graduate,Less often,0,0,Strong Republican
687,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1991 or later,White,College,Every day,63,67,Democrat
688,4,2,1,3,4213,0,control,Democrat,intolerant,Female,Born 1959-1974,Race other/multiple,College,A few times a month,100,90,Democrat
689,4,3,1,2,4312,5,threatening (new),Democrat,intolerant,Female,Born 1991 or later,White,Postgraduate (e.g. Masters),Every day,65,87,Strong Democrat
690,3,1,2,4,3124,4,threatening,Independent,uncivil,Male,Born 1975-1990,White,High school graduate,Every day,0,0,Independent
691,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1991 or later,White,High school graduate,Every day,0,0,Democrat
692,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Female,Born 1991 or later,White,College,Every day,81,100,Democrat
693,4,2,3,1,4231,5,threatening (new),Democrat,threatening,Male,Born 1975-1990,White,Postgraduate (e.g. Masters),Less often,66,83,Democrat
694,4,1,3,2,4132,3,intolerant,Independent,uncivil,Female,Born 1975-1990,White,High school graduate,Every day,100,100,Independent
695,1,3,2,4,1324,0,control,Republican,civil,Female,Born 1975-1990,White,Professional degree,Every day,0,0,Republican
696,4,2,1,3,4213,2,uncivil,Independent,intolerant,Female,Born 1991 or later,White,College,Every day,74,78,Independent
697,4,1,2,3,4123,4,threatening,Republican,uncivil,Male,Born 1991 or later,White,Professional degree,Every day,75,65,Republican
698,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Male,Born 1991 or later,White,College,Every day,4,44,Democrat
699,4,3,1,2,4312,2,uncivil,Democrat,intolerant,Male,Born 1991 or later,White,College,Less often,40,60,Strong Democrat
700,1,3,2,4,1324,1,non-group-related control,Independent,civil,Female,Born 1991 or later,White,College,At least once a week but not every day,0,0,Independent
701,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1991 or later,NA,College,Every day,54,48,Leaning Democrat
702,4,2,1,3,4213,0,control,Democrat,intolerant,Male,Born 1991 or later,White,College,Every day,0,58,Leaning Democrat
703,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1959-1974,White,High school graduate,Every day,23,83,Democrat
704,4,2,3,1,4231,4,threatening,Independent,threatening,Female,Born 1991 or later,White,High school graduate,Less often,85,100,Independent
705,4,3,1,2,4312,5,threatening (new),Democrat,intolerant,Male,Born 1991 or later,White,High school graduate,Every day,95,100,Democrat
706,1,3,2,4,1324,1,non-group-related control,Independent,civil,Female,Born 1991 or later,Hispanic,High school graduate,Every day,0,0,Independent
707,4,2,1,3,4213,0,control,Democrat,intolerant,Female,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,100,100,Strong Democrat
708,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1991 or later,Black,High school graduate,At least once a week but not every day,0,0,Democrat
709,4,1,2,3,4123,2,uncivil,Democrat,uncivil,Female,Born 1991 or later,Race other/multiple,High school graduate,Every day,51,82,Democrat
710,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1991 or later,Hispanic,College,Every day,85,100,Democrat
711,4,1,2,3,4123,2,uncivil,Republican,uncivil,Female,Born 1991 or later,White,College,Every day,52,52,Leaning Republican
712,4,2,3,1,4231,5,threatening (new),Democrat,threatening,Female,Born 1975-1990,Black,College,Every day,40,80,Strong Democrat
713,4,3,1,2,4312,4,threatening,Independent,intolerant,Female,Born 1959-1974,White,College,Every day,20,100,Independent
714,4,3,2,1,4321,5,threatening (new),Independent,threatening,Male,Born 1991 or later,White,High school graduate,Every day,60,70,Independent
715,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1975-1990,White,College,Every day,0,0,Leaning Democrat
716,4,2,1,3,4213,3,intolerant,Republican,intolerant,Male,Born 1975-1990,White,College,Every day,11,77,Republican
717,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Male,Born 1975-1990,White,High school graduate,Every day,58,100,Leaning Democrat
718,4,3,2,1,4321,5,threatening (new),Democrat,threatening,Male,Born 1991 or later,Race other/multiple,College,Every day,50,51,Strong Democrat
719,4,1,3,2,4132,2,uncivil,Republican,uncivil,Female,Born 1975-1990,White,Professional degree,Every day,57,68,Leaning Republican
720,3,2,1,4,3214,0,control,Democrat,intolerant,Female,Born 1959-1974,White,PhD,Less often,100,80,Strong Democrat
721,1,2,3,4,1234,1,non-group-related control,Democrat,civil,Female,Born 1991 or later,White,College,Every day,0,0,Strong Democrat
722,4,2,3,1,4231,4,threatening,Independent,threatening,Male,Born 1991 or later,Race other/multiple,High school graduate,Every day,0,4,Independent
723,4,1,2,3,4123,0,control,Democrat,uncivil,Male,Born 1975-1990,White,High school graduate,Every day,34,18,Democrat
724,4,2,1,3,4213,5,threatening (new),Republican,intolerant,Female,Born 1975-1990,White,High school graduate,Every day,8,51,Leaning Republican
725,4,2,1,3,4213,2,uncivil,Republican,intolerant,Female,Born 1991 or later,White,High school graduate,Every day,0,38,Leaning Republican
726,4,2,1,3,4213,3,intolerant,Independent,intolerant,Male,Born 1991 or later,White,College,At least once a week but not every day,100,100,Independent
727,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1975-1990,Race other/multiple,Professional degree,Every day,100,100,Leaning Democrat
728,4,1,2,3,4123,0,control,Independent,uncivil,Female,Born 1975-1990,White,College,Every day,100,100,Independent
729,1,2,4,3,1243,1,non-group-related control,Democrat,civil,Female,Born 1975-1990,White,College,Every day,43,44,Democrat
730,4,1,2,3,4123,2,uncivil,Democrat,uncivil,Female,Born 1991 or later,Race other/multiple,College,Every day,0,12,Leaning Democrat
731,4,3,1,2,4312,4,threatening,Democrat,intolerant,Male,Born 1991 or later,Race other/multiple,College,At least once a week but not every day,80,75,Leaning Democrat
732,1,3,2,4,1324,0,control,Republican,civil,Female,Born 1975-1990,White,College,Every day,0,0,Leaning Republican
733,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1975-1990,White,College,Every day,65,100,Democrat
734,3,2,1,4,3214,5,threatening (new),Democrat,intolerant,Female,Born 1943-1958,White,PhD,At least once a week but not every day,71,45,Strong Democrat
735,4,1,2,3,4123,5,threatening (new),Democrat,uncivil,Male,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,40,70,Leaning Democrat
736,1,2,3,4,1234,1,non-group-related control,Democrat,civil,Female,Born 1991 or later,Hispanic,High school graduate,Every day,0,0,Leaning Democrat
737,2,3,1,4,2314,0,control,Independent,intolerant,Female,Born 1975-1990,White,Professional degree,Every day,30,75,Independent
738,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Male,Born 1975-1990,Hispanic,College,Every day,0,0,Strong Democrat
739,4,2,1,3,4213,4,threatening,Independent,intolerant,Female,Born 1991 or later,Race other/multiple,College,Every day,50,100,Independent
740,1,3,4,2,1342,1,non-group-related control,Independent,civil,Female,Born 1975-1990,White,College,Every day,0,0,Independent
741,4,2,1,3,4213,0,control,Democrat,intolerant,Female,Born 1975-1990,White,High school graduate,Every day,87,90,Strong Democrat
742,4,3,1,2,4312,5,threatening (new),Democrat,intolerant,Male,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,90,100,Strong Democrat
743,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1975-1990,White,College,Every day,59,71,Leaning Democrat
744,4,1,2,3,4123,3,intolerant,Independent,uncivil,Male,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,83,100,Independent
745,4,1,2,3,4123,2,uncivil,Democrat,uncivil,Female,Born 1959-1974,White,High school graduate,A few times a month,81,81,Strong Democrat
746,4,3,1,2,4312,4,threatening,Democrat,intolerant,Female,Born 1991 or later,White,College,Every day,89,90,Democrat
747,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1975-1990,White,College,Every day,5,21,Democrat
748,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Female,Born 1975-1990,Hispanic,College,At least once a week but not every day,89,100,Strong Democrat
749,4,3,2,1,4321,4,threatening,Independent,threatening,Female,Born 1943-1958,White,Postgraduate (e.g. Masters),Every day,81,91,Independent
750,1,3,2,4,1324,0,control,Republican,civil,Male,Born 1975-1990,White,Professional degree,Every day,13,15,Republican
751,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1959-1974,White,College,Every day,95,94,Democrat
752,4,3,1,2,4312,5,threatening (new),Democrat,intolerant,Female,Born 1991 or later,White,College,Every day,70,81,Democrat
753,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1975-1990,White,"Professional degree,College",Every day,80,100,Leaning Democrat
754,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,0,0,Democrat
755,4,1,2,3,4123,5,threatening (new),Independent,uncivil,Female,Born 1943-1958,White,Professional degree,Every day,24,23,Independent
756,1,2,3,4,1234,1,non-group-related control,Democrat,civil,Male,Born 1991 or later,White,High school graduate,Every day,0,0,Democrat
757,3,2,1,4,3214,2,uncivil,Democrat,intolerant,Female,Born 1959-1974,White,High school graduate,Every day,18,11,Strong Democrat
758,4,2,3,1,4231,4,threatening,Democrat,threatening,Male,Born 1991 or later,Race other/multiple,High school graduate,At least once a week but not every day,80,100,Leaning Democrat
759,4,2,1,3,4213,0,control,Independent,intolerant,Female,Born 1991 or later,White,College,Every day,17,100,Independent
760,4,3,1,2,4312,0,control,Democrat,intolerant,Female,Born 1991 or later,White,College,Every day,64,84,Democrat
761,4,1,2,3,4123,4,threatening,Republican,uncivil,Male,Born 1975-1990,White,College,Every day,0,0,Republican
762,4,2,1,3,4213,3,intolerant,Republican,intolerant,Female,Born 1959-1974,White,Postgraduate (e.g. Masters),Every day,0,0,Republican
763,4,2,3,1,4231,5,threatening (new),Democrat,threatening,Female,Born 1991 or later,Hispanic,College,Every day,91,100,Democrat
764,4,2,3,1,4231,5,threatening (new),Democrat,threatening,Male,Born 1991 or later,Hispanic,College,At least once a week but not every day,85,71,Leaning Democrat
765,1,2,3,4,1234,1,non-group-related control,Republican,civil,Male,Born 1975-1990,White,High school graduate,Every day,0,0,Republican
766,4,2,3,1,4231,4,threatening,Democrat,threatening,Female,Born 1959-1974,White,College,Every day,100,100,Strong Democrat
767,4,3,1,2,4312,2,uncivil,Democrat,intolerant,Male,Born 1975-1990,White,High school graduate,Every day,90,100,Strong Democrat
768,1,2,3,4,1234,1,non-group-related control,Republican,civil,Female,Born 1975-1990,White,College,Every day,0,0,Leaning Republican
769,4,3,2,1,4321,4,threatening,Democrat,threatening,Male,Born 1959-1974,White,College,Every day,88,100,Leaning Democrat
770,2,3,1,4,2314,0,control,Independent,intolerant,Male,Born 1975-1990,Black,High school graduate,At least once a week but not every day,0,0,Independent
771,4,1,2,3,4123,3,intolerant,Independent,uncivil,Male,Born 1991 or later,White,High school graduate,Less often,100,100,Independent
772,4,2,1,3,4213,2,uncivil,Republican,intolerant,Male,Born 1975-1990,White,College,Every day,0,0,Republican
773,4,3,2,1,4321,5,threatening (new),Independent,threatening,Female,Born 1959-1974,White,Postgraduate (e.g. Masters),Every day,78,89,Independent
774,2,3,1,4,2314,0,control,Democrat,intolerant,Male,Born 1975-1990,Race other/multiple,College,Every day,0,65,Leaning Democrat
775,1,3,2,4,1324,1,non-group-related control,Independent,civil,Male,Born 1991 or later,White,High school graduate,Every day,0,0,Independent
776,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1975-1990,Hispanic,College,Every day,100,100,Strong Democrat
777,4,2,3,1,4231,5,threatening (new),Democrat,threatening,Female,Born 1959-1974,White,Professional degree,At least once a week but not every day,51,71,Democrat
778,2,3,1,4,2314,0,control,Democrat,intolerant,Female,Born 1991 or later,White,College,Every day,85,100,Leaning Democrat
779,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Female,Born 1991 or later,White,High school graduate,Every day,100,100,Democrat
780,4,3,2,1,4321,0,control,Democrat,threatening,Female,Born 1991 or later,White,College,Every day,81,100,Democrat
781,4,2,1,3,4213,3,intolerant,Republican,intolerant,Female,Born 1943-1958,White,High school graduate,Every day,51,32,Republican
782,4,3,2,1,4321,5,threatening (new),Democrat,threatening,Other,Born 1991 or later,White,Less than high school,Every day,100,100,Strong Democrat
783,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1991 or later,White,College,Every day,89,100,Leaning Democrat
784,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Female,Born 1975-1990,White,College,Every day,81,94,Leaning Democrat
785,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1991 or later,White,High school graduate,Every day,79,100,Democrat
786,1,3,2,4,1324,1,non-group-related control,Independent,civil,Male,Born 1959-1974,Black,College,At least once a week but not every day,0,0,Independent
787,3,2,4,1,3241,5,threatening (new),Republican,threatening,Male,Born 1991 or later,White,Less than high school,At least once a week but not every day,0,0,Strong Republican
788,1,3,2,4,1324,0,control,Democrat,civil,Female,Born 1991 or later,Black,High school graduate,Every day,0,67,Democrat
789,4,2,1,3,4213,2,uncivil,Democrat,intolerant,Male,Born 1959-1974,Race other/multiple,Postgraduate (e.g. Masters),Every day,100,60,Democrat
790,4,2,1,3,4213,3,intolerant,Republican,intolerant,Female,Born 1975-1990,White,Professional degree,Every day,10,2,Leaning Republican
791,4,3,1,2,4312,3,intolerant,Democrat,intolerant,Female,Born 1975-1990,White,College,A few times a month,100,100,Strong Democrat
792,4,2,1,3,4213,4,threatening,Democrat,intolerant,Female,Born 1959-1974,White,College,Every day,97,100,Democrat
793,1,3,2,4,1324,1,non-group-related control,Independent,civil,Female,Born 1991 or later,White,Postgraduate (e.g. Masters),At least once a week but not every day,0,0,Independent
794,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Male,Born 1991 or later,White,High school graduate,Every day,0,0,Democrat
795,4,3,2,1,4321,4,threatening,Independent,threatening,Female,Born 1991 or later,White,High school graduate,Every day,40,88,Independent
796,4,1,3,2,4132,2,uncivil,Independent,uncivil,Male,Born 1991 or later,White,High school graduate,Every day,100,100,Independent
797,4,2,3,1,4231,5,threatening (new),Independent,threatening,Female,Born 1975-1990,Race other/multiple,College,Every day,100,100,Independent
798,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1991 or later,Hispanic,High school graduate,At least once a week but not every day,15,0,Leaning Democrat
799,1,3,2,4,1324,0,control,Independent,civil,Male,Born 1959-1974,White,College,At least once a week but not every day,10,40,Independent
800,2,4,1,3,2413,2,uncivil,Independent,intolerant,Female,Born 1975-1990,White,High school graduate,Every day,0,0,Independent
801,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Male,Born 1991 or later,Race other/multiple,Postgraduate (e.g. Masters),Every day,81,100,Strong Democrat
802,3,2,1,4,3214,0,control,Democrat,intolerant,Female,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,80,90,Leaning Democrat
803,4,2,3,1,4231,5,threatening (new),Democrat,threatening,Male,Born 1991 or later,Hispanic,College,Less often,61,74,Democrat
804,1,3,2,4,1324,1,non-group-related control,Independent,civil,Female,Born 1959-1974,Hispanic,College,Every day,3,2,Independent
805,4,2,1,3,4213,0,control,Democrat,intolerant,Male,Born 1975-1990,White,Professional degree,At least once a week but not every day,41,81,Strong Democrat
806,4,1,2,3,4123,4,threatening,Democrat,uncivil,Female,Born 1991 or later,White,High school graduate,At least once a week but not every day,74,91,Strong Democrat
807,4,1,2,3,4123,2,uncivil,Democrat,uncivil,Male,Born 1975-1990,White,High school graduate,Every day,80,80,Leaning Democrat
808,4,2,3,1,4231,5,threatening (new),Democrat,threatening,Female,Born 1991 or later,White,College,Every day,93,100,Leaning Democrat
809,4,2,1,3,4213,3,intolerant,Democrat,intolerant,Female,Born 1959-1974,White,Postgraduate (e.g. Masters),Every day,84,91,Strong Democrat
810,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1991 or later,Race other/multiple,College,Every day,0,0,Leaning Democrat
811,1,2,3,4,1234,1,non-group-related control,Democrat,civil,Male,Born 1991 or later,Black,High school graduate,At least once a week but not every day,0,0,Leaning Democrat
812,4,3,2,1,4321,5,threatening (new),Democrat,threatening,Female,Born 1991 or later,White,Professional degree,Every day,65,85,Leaning Democrat
813,4,3,1,2,4312,0,control,Democrat,intolerant,Female,Born 1991 or later,White,High school graduate,Every day,100,100,Strong Democrat
814,4,1,2,3,4123,4,threatening,Independent,uncivil,Male,Born 1975-1990,Race other/multiple,College,Every day,0,0,Independent
815,4,2,1,3,4213,3,intolerant,Independent,intolerant,Female,Born 1991 or later,NA,High school graduate,Less often,19,28,Independent
816,4,3,1,2,4312,2,uncivil,Independent,intolerant,Male,Born 1975-1990,White,High school graduate,A few times a month,72,78,Independent
817,1,2,3,4,1234,1,non-group-related control,Democrat,civil,Male,Born 1991 or later,Hispanic,High school graduate,Every day,0,0,Strong Democrat
818,4,1,2,3,4123,2,uncivil,Republican,uncivil,Male,Born 1991 or later,White,College,Every day,15,20,Strong Republican
819,2,4,3,1,2431,0,control,Democrat,threatening,Female,Born 1991 or later,White,Postgraduate (e.g. Masters),Every day,71,85,Democrat
820,4,3,1,2,4312,4,threatening,Democrat,intolerant,Male,Born 1975-1990,White,College,Less often,96,100,Leaning Democrat
821,4,1,3,2,4132,3,intolerant,Republican,uncivil,Female,Born 1975-1990,White,College,Every day,80,100,Leaning Republican
822,4,3,2,1,4321,5,threatening (new),Democrat,threatening,Female,Born 1991 or later,White,College,Every day,92,95,Strong Democrat
823,3,2,1,4,3214,0,control,Democrat,intolerant,Female,Born 1975-1990,White,College,Every day,40,90,Strong Democrat
824,1,2,4,3,1243,2,uncivil,Republican,civil,Male,Born 1991 or later,White,College,Every day,50,50,Republican
825,4,3,1,2,4312,5,threatening (new),Democrat,intolerant,Male,Born 1991 or later,Black,College,Every day,87,85,Democrat
826,4,2,3,1,4231,3,intolerant,Republican,threatening,Female,Born 1991 or later,White,College,Every day,56,55,Leaning Republican
827,1,2,3,4,1234,1,non-group-related control,Republican,civil,Female,Born 1975-1990,White,High school graduate,Every day,1,0,Leaning Republican
828,4,2,3,1,4231,4,threatening,Democrat,threatening,Male,Born 1959-1974,Black,College,Every day,92,80,Leaning Democrat
829,4,3,1,2,4312,5,threatening (new),Democrat,intolerant,Female,Born 1991 or later,White,High school graduate,Less often,100,100,Strong Democrat
830,1,2,3,4,1234,1,non-group-related control,Democrat,civil,Other,Born 1975-1990,White,High school graduate,Every day,0,0,Leaning Democrat
831,4,3,1,2,4312,0,control,Democrat,intolerant,Female,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,81,74,Democrat
832,4,1,2,3,4123,2,uncivil,Democrat,uncivil,Female,Born 1991 or later,Black,High school graduate,Every day,100,60,Strong Democrat
833,4,2,1,3,4213,3,intolerant,Republican,intolerant,Female,Born 1975-1990,White,Postgraduate (e.g. Masters),Every day,61,82,Leaning Republican
834,4,1,3,2,4132,4,threatening,Democrat,uncivil,Female,Born 1959-1974,White,High school graduate,Every day,23,89,Democrat
835,4,1,2,3,4123,2,uncivil,Democrat,uncivil,Male,Born 1959-1974,White,High school graduate,Every day,75,88,Strong Democrat
836,1,2,3,4,1234,1,non-group-related control,Independent,civil,Male,Born 1991 or later,White,High school graduate,At least once a week but not every day,0,0,Independent
837,4,3,2,1,4321,4,threatening,Republican,threatening,Female,Born 1975-1990,Race other/multiple,Postgraduate (e.g. Masters),Every day,66,94,Republican
838,1,3,4,2,1342,5,threatening (new),Democrat,civil,Female,Born 1975-1990,Black,College,Every day,94,98,Democrat
839,1,2,3,4,1234,1,non-group-related control,Democrat,civil,Other,Born 1991 or later,Race other/multiple,College,Every day,0,0,Strong Democrat
840,3,2,1,4,3214,0,control,Democrat,intolerant,Female,Born 1943-1958,White,College,Every day,18,53,Strong Democrat
841,4,2,3,1,4231,2,uncivil,Democrat,threatening,Female,Born 1959-1974,White,College,Every day,47,37,Strong Democrat
842,4,1,2,3,4123,3,intolerant,Democrat,uncivil,Female,Born 1991 or later,White,High school graduate,Every day,55,95,Democrat
843,4,3,2,1,4321,4,threatening,Democrat,threatening,Female,Born 1991 or later,Black,College,Every day,100,100,Strong Democrat
844,2,3,1,4,2314,0,control,Democrat,intolerant,Female,Born 1975-1990,White,College,Every day,71,65,Democrat
845,3,4,1,2,3412,2,uncivil,Democrat,intolerant,Male,Born 1943-1958,White,College,At least once a week but not every day,61,62,Leaning Democrat
846,4,1,3,2,4132,3,intolerant,Republican,uncivil,Female,Born 1959-1974,White,College,Every day,70,70,Leaning Republican
847,4,3,1,2,4312,5,threatening (new),Democrat,intolerant,Male,Born 1991 or later,White,High school graduate,Less often,76,92,Democrat
848,4,2,3,1,4231,2,uncivil,Independent,threatening,Female,Born 1991 or later,White,High school graduate,Every day,50,100,Independent
849,3,2,1,4,3214,0,control,Independent,intolerant,Male,Born 1991 or later,Race other/multiple,High school graduate,Every day,14,70,Independent
850,1,4,3,2,1432,3,intolerant,Republican,civil,Male,Born 1991 or later,White,High school graduate,Every day,67,59,Republican
851,1,2,3,4,1234,4,threatening,Democrat,civil,Female,Born 1991 or later,Black,High school graduate,Every day,76,88,Democrat
852,1,2,3,4,1234,1,non-group-related control,Democrat,civil,Male,Born 1991 or later,Hispanic,High school graduate,Every day,31,22,Leaning Democrat
853,3,1,2,4,3124,5,threatening (new),Republican,uncivil,Male,Born 1991 or later,Race other/multiple,High school graduate,Every day,0,0,Leaning Republican
854,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1975-1990,White,College,Every day,0,0,Leaning Democrat
855,3,4,1,2,3412,3,intolerant,Republican,intolerant,Female,Born 1991 or later,White,High school graduate,Every day,0,21,Strong Republican
856,3,2,1,4,3214,0,control,Democrat,intolerant,Other,Born 1991 or later,White,High school graduate,At least once a week but not every day,94,100,Democrat
857,3,1,4,2,3142,5,threatening (new),Republican,uncivil,Male,Born 1975-1990,White,High school graduate,Every day,0,0,Leaning Republican
858,4,3,1,2,4312,4,threatening,Democrat,intolerant,Male,Born 1959-1974,White,Postgraduate (e.g. Masters),Every day,24,0,Democrat
859,4,1,3,2,4132,3,intolerant,Republican,uncivil,Female,Born 1991 or later,Hispanic,High school graduate,Every day,43,53,Strong Republican
860,4,1,2,3,4123,2,uncivil,Independent,uncivil,Female,Born 1991 or later,White,High school graduate,Every day,0,10,Independent
861,4,3,1,2,4312,0,control,Republican,intolerant,Male,Born 1975-1990,Black,College,Less often,100,100,Leaning Republican
862,1,3,2,4,1324,1,non-group-related control,Democrat,civil,Female,Born 1943-1958,White,College,Every day,0,0,Strong Democrat
863,4,1,3,2,4132,4,threatening,Democrat,uncivil,Female,Born 1991 or later,Hispanic,High school graduate,Every day,100,100,Democrat
864,1,2,4,3,1243,4,threatening,Independent,civil,Male,Born 1991 or later,Hispanic,Postgraduate (e.g. Masters),Every day,0,0,Independent
865,4,1,2,3,4123,2,uncivil,Republican,uncivil,Female,Born 1991 or later,White,College,Every day,18,38,Leaning Republican
