unit,freesyrianarmy,syriangovernment,syrianislamistgroups,foreignislamistgroups,kurdishgroups,hizbalah,ranking,treat,age,female
1446,1,NA,2,3,NA,NA,1-23--,7,33,2
1447,NA,NA,NA,NA,NA,NA,------,0,47,1
1448,1,NA,NA,NA,NA,NA,1-----,6,59,1
1449,1,NA,2,3,NA,NA,1-23--,1,34,3
1450,1,NA,2,3,NA,NA,1-23--,6,34,2
1451,1,NA,2,3,NA,NA,1-23--,5,41,2
1452,1,NA,2,3,NA,NA,1-23--,5,46,1
1453,1,NA,2,NA,NA,NA,1-2---,7,59,1
1454,1,NA,2,3,NA,NA,1-23--,2,29,3
1455,NA,NA,NA,NA,NA,NA,------,0,37,3
1456,NA,NA,NA,NA,NA,NA,------,3,56,3
1457,1,NA,NA,NA,NA,NA,1-----,4,53,4
1458,1,NA,NA,NA,NA,NA,1-----,6,41,2
1459,1,NA,2,NA,NA,NA,1-2---,0,48,2
1460,NA,NA,NA,NA,NA,NA,------,3,61,1
1461,1,NA,2,NA,NA,NA,1-2---,1,24,4
1462,1,NA,2,NA,NA,NA,1-2---,3,51,1
1463,NA,1,NA,NA,NA,NA,-1----,7,52,1
1464,NA,1,NA,NA,NA,NA,-1----,5,30,2
1465,NA,1,NA,NA,NA,NA,-1----,1,32,1
1466,NA,1,NA,NA,NA,NA,-1----,7,63,2
1467,1,NA,2,NA,NA,NA,1-2---,3,22,3
1468,NA,1,NA,NA,NA,NA,-1----,5,22,4
1469,1,NA,2,NA,NA,NA,1-2---,1,29,1
1470,1,NA,NA,NA,NA,NA,1-----,7,38,2
1471,1,NA,2,3,NA,NA,1-23--,6,47,2
1472,1,NA,2,3,NA,NA,1-23--,0,31,3
1473,1,NA,2,3,NA,NA,1-23--,5,27,8
1474,1,NA,2,3,NA,NA,1-23--,6,47,2
1475,1,NA,2,3,NA,NA,1-23--,5,38,3
1476,1,NA,2,3,NA,NA,1-23--,4,36,2
1477,1,NA,2,3,NA,NA,1-23--,6,47,2
1478,NA,NA,NA,NA,NA,NA,------,0,35,1
1479,1,NA,2,3,NA,NA,1-23--,6,40,2
1480,1,NA,2,3,NA,NA,1-23--,6,45,1
1481,1,NA,2,3,NA,NA,1-23--,4,32,2
1482,1,NA,2,NA,NA,NA,1-2---,5,55,1
1483,1,NA,NA,NA,NA,NA,1-----,5,42,3
1484,1,NA,2,NA,NA,NA,1-2---,7,55,2
1485,1,NA,2,NA,NA,NA,1-2---,5,31,4
1486,1,NA,2,NA,NA,NA,1-2---,3,49,4
1487,1,NA,2,3,NA,NA,1-23--,7,43,2
1488,1,NA,2,3,NA,NA,1-23--,5,31,2
1489,1,NA,2,3,NA,NA,1-23--,7,53,2
