unit,adachi,aliotopier,avalos,chiu,dufty,hall,herrera,lee,rees,ting,yee,ranking,treat,race,gender,party,age,educ,income,ideo,interest,retro
938,NA,3,NA,NA,NA,NA,NA,NA,2,1,NA,-3------21-,2,1,2,2,3,4,6,3,2,4
939,3,NA,NA,NA,1,NA,2,NA,NA,NA,NA,3---1-2----,0,1,2,2,3,4,5,3,2,3
940,NA,NA,3,NA,2,NA,1,NA,NA,NA,NA,--3-2-1----,0,1,2,2,1,3,1,2,2,3
941,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,--132------,4,1,1,2,1,4,6,2,3,2
942,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,1,6,2,2,3,4,6,4,3,4
943,NA,NA,NA,2,NA,NA,3,1,NA,NA,NA,---2--31---,2,1,1,2,3,4,6,5,2,2
944,NA,NA,1,NA,NA,NA,3,NA,NA,NA,2,--1---3---2,1,4,1,NA,3,4,3,2,3,3
945,NA,NA,2,1,3,NA,NA,NA,NA,NA,NA,--213------,0,6,1,2,2,4,6,3,2,3
946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,2,3,1,2,2,4,4,1,2,4
947,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,----1--2---,2,3,1,2,4,3,4,5,1,2
948,NA,NA,NA,3,2,NA,NA,1,NA,NA,NA,---32--1---,4,5,1,3,2,3,6,6,1,2
949,NA,NA,NA,NA,NA,1,NA,2,NA,NA,3,-----1-2--3,0,1,1,2,2,4,3,2,2,3
950,NA,3,NA,NA,2,NA,NA,1,NA,NA,NA,-3--2--1---,3,NA,2,2,4,2,4,4,2,2
951,NA,NA,NA,3,2,NA,NA,1,NA,NA,NA,---32--1---,3,5,2,3,99,3,6,5,2,2
952,3,NA,NA,NA,1,NA,2,NA,NA,NA,NA,3---1-2----,4,1,1,2,3,4,6,2,2,4
953,NA,NA,1,NA,3,NA,NA,NA,NA,NA,2,--1-3-----2,2,1,1,3,3,2,2,3,1,2
954,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,---2--1----,0,1,1,2,2,4,6,6,1,3
955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,1,1,1,2,4,4,6,5,1,3
956,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1---------,4,1,1,1,1,3,2,6,1,3
957,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2--1-------,0,1,1,3,3,3,4,4,2,3
958,3,NA,2,NA,NA,NA,NA,NA,NA,NA,1,3-2-------1,3,1,1,4,99,4,6,1,1,4
959,3,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3-1-------2,2,1,2,2,4,4,6,2,1,3
960,3,NA,NA,1,NA,NA,2,NA,NA,NA,NA,3--1--2----,4,4,1,2,2,3,6,2,2,3
961,NA,NA,1,NA,NA,NA,3,NA,NA,NA,2,--1---3---2,0,1,1,2,3,3,1,2,1,2
962,NA,NA,1,3,NA,NA,NA,NA,NA,NA,2,--13------2,3,1,1,2,3,4,3,2,2,3
963,3,NA,1,2,NA,NA,NA,NA,NA,NA,NA,3-12-------,1,1,2,2,1,4,3,2,2,99
964,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,0,3,2,2,2,2,3,2,1,1
965,NA,NA,NA,1,NA,NA,2,NA,3,NA,NA,---1--2-3--,1,1,2,2,3,4,4,3,2,4
966,NA,NA,NA,2,NA,NA,3,1,NA,NA,NA,---2--31---,2,1,1,2,3,4,6,5,1,4
967,2,NA,1,NA,NA,NA,3,NA,NA,NA,NA,2-1---3----,3,1,2,4,2,4,5,1,2,2
968,NA,NA,NA,1,3,NA,2,NA,NA,NA,NA,---13-2----,3,6,2,2,3,3,3,2,1,4
969,NA,NA,NA,NA,NA,NA,1,3,NA,2,NA,------13-2-,1,1,2,2,1,4,1,88,1,3
970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,0,1,1,2,2,4,4,3,3,99
971,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,---1--2----,4,5,2,2,2,4,4,2,2,2
972,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,--1-------2,3,1,2,3,3,3,99,3,1,4
973,NA,NA,NA,1,NA,NA,3,2,NA,NA,NA,---1--32---,2,1,1,2,4,3,4,3,3,2
974,2,NA,NA,NA,NA,NA,3,NA,NA,NA,1,2-----3---1,3,1,1,2,3,2,6,4,1,3
975,NA,2,NA,NA,1,NA,NA,3,NA,NA,NA,-2--1--3---,4,1,1,3,3,4,5,6,2,3
976,NA,1,NA,NA,NA,NA,NA,3,NA,NA,2,-1-----3--2,4,NA,99,NA,99,99,99,99,99,99
977,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,2,1,1,2,3,4,1,1,1,3
978,NA,NA,NA,2,NA,NA,1,NA,NA,NA,3,---2--1---3,2,1,1,2,3,3,6,2,1,2
979,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,4,3,1,2,1,2,1,1,1,3
980,NA,NA,1,NA,NA,NA,3,2,NA,NA,NA,--1---32---,3,NA,99,NA,99,99,99,99,99,99
981,NA,NA,3,2,NA,NA,1,NA,NA,NA,NA,--32--1----,4,1,1,2,3,4,6,2,2,3
982,NA,NA,NA,2,3,NA,NA,1,NA,NA,NA,---23--1---,1,1,2,2,3,3,4,3,1,2
983,NA,NA,3,2,NA,NA,1,NA,NA,NA,NA,--32--1----,2,1,1,2,2,4,6,2,2,2
984,NA,NA,NA,1,NA,NA,3,2,NA,NA,NA,---1--32---,4,1,1,2,4,4,3,4,2,3
985,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1---3------,4,1,2,2,3,4,6,3,2,3
986,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1----------,1,1,1,2,4,3,5,3,1,1
987,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,1-23-------,0,1,1,2,3,4,6,2,2,3
988,NA,NA,NA,NA,3,NA,2,1,NA,NA,NA,----3-21---,1,1,1,2,3,3,6,3,2,3
989,NA,NA,1,3,NA,NA,2,NA,NA,NA,NA,--13--2----,1,1,1,2,2,4,99,1,3,3
990,NA,NA,NA,NA,3,NA,1,2,NA,NA,NA,----3-12---,0,1,2,2,3,3,6,2,2,3
991,2,NA,NA,1,3,NA,NA,NA,NA,NA,NA,2--13------,2,1,2,2,2,3,6,3,3,3
992,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,---2--1----,2,1,2,2,4,2,3,4,2,3
993,3,NA,NA,2,NA,NA,NA,1,NA,NA,NA,3--2---1---,3,6,2,2,2,4,4,2,2,2
994,2,NA,NA,1,NA,NA,3,NA,NA,NA,NA,2--1--3----,3,1,2,2,3,3,6,2,1,3
995,3,NA,NA,NA,NA,NA,NA,1,2,NA,NA,3------12--,2,4,1,3,3,4,2,4,1,3
996,2,NA,NA,3,NA,NA,1,NA,NA,NA,NA,2--3--1----,0,1,1,1,3,4,6,4,1,3
997,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,------21---,0,1,2,1,3,4,6,7,2,2
998,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,1,1,2,NA,1,4,1,99,2,99
999,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,4,1,1,3,4,2,2,1,2,3
1000,NA,3,NA,NA,NA,NA,NA,1,NA,NA,2,-3-----1--2,2,NA,1,3,3,4,3,2,1,2
1001,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,-2-----1---,1,1,2,3,3,3,5,4,3,3
1002,NA,NA,2,NA,NA,NA,1,NA,NA,NA,3,--2---1---3,4,1,1,2,3,3,6,2,1,4
1003,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,4,1,1,2,2,3,3,1,2,2
1004,NA,3,NA,2,NA,NA,NA,1,NA,NA,NA,-3-2---1---,0,3,1,2,2,2,6,3,2,3
1005,NA,NA,NA,3,NA,NA,NA,1,NA,2,NA,---3---1-2-,0,4,1,2,3,3,3,4,2,2
1006,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,--1-3------,3,1,1,4,3,2,2,3,1,2
1007,NA,NA,NA,2,NA,NA,NA,1,NA,3,NA,---2---1-3-,3,1,1,3,3,4,6,4,1,4
1008,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,---1--2----,1,1,1,2,4,2,2,1,2,4
1009,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,0,NA,1,NA,3,4,99,1,2,3
1010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1----------,4,6,1,3,2,3,3,4,2,4
1011,3,NA,NA,NA,NA,NA,2,1,NA,NA,NA,3-----21---,1,1,1,3,3,3,6,6,2,3
1012,NA,NA,1,NA,NA,NA,NA,2,NA,NA,3,--1----2--3,1,1,1,2,3,3,1,88,2,88
1013,2,NA,1,NA,NA,NA,3,NA,NA,NA,NA,2-1---3----,2,1,1,2,2,3,6,2,2,3
1014,NA,NA,1,3,NA,NA,2,NA,NA,NA,NA,--13--2----,3,1,1,2,3,3,3,4,1,3
1015,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,132--------,4,2,2,2,2,4,3,4,3,3
1016,NA,NA,NA,3,NA,NA,1,NA,2,NA,NA,---3--1-2--,3,1,1,3,3,3,6,6,1,3
1017,NA,3,NA,NA,NA,1,NA,2,NA,NA,NA,-3---1-2---,0,1,1,1,4,3,4,6,2,3
1018,NA,NA,2,NA,3,NA,NA,1,NA,NA,NA,--2-3--1---,1,5,2,2,1,3,3,5,2,3
1019,NA,NA,2,NA,1,NA,NA,3,NA,NA,NA,--2-1--3---,3,1,1,2,1,3,3,2,1,2
1020,NA,NA,1,NA,NA,NA,3,NA,NA,NA,2,--1---3---2,2,1,1,2,3,4,6,1,1,3
1021,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,23-1-------,4,1,2,2,3,4,6,5,1,3
1022,NA,NA,NA,NA,2,NA,1,3,NA,NA,NA,----2-13---,0,NA,99,NA,99,99,99,99,99,99
1023,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,---------21,3,NA,99,NA,99,99,99,99,99,99
1024,2,NA,3,NA,NA,NA,NA,1,NA,NA,NA,2-3----1---,3,5,2,2,2,4,3,2,88,3
1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,----------1,1,1,2,2,4,4,1,1,2,3
1026,NA,NA,NA,3,1,NA,2,NA,NA,NA,NA,---31-2----,1,1,1,2,3,3,3,2,99,3
1027,NA,NA,3,1,NA,NA,2,NA,NA,NA,NA,--31--2----,2,1,2,2,3,3,4,2,1,2
1028,NA,NA,3,NA,NA,1,2,NA,NA,NA,NA,--3--12----,2,1,1,2,3,2,1,3,2,3
1029,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2------1---,0,4,1,2,4,3,4,4,2,2
1030,2,NA,3,NA,NA,NA,1,NA,NA,NA,NA,2-3---1----,1,1,1,3,3,4,4,3,1,4
1031,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,2,1,1,2,1,4,2,1,2,3
1032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,4,1,1,3,3,4,99,1,2,2
1033,NA,NA,3,2,NA,NA,NA,NA,NA,NA,1,--32------1,0,1,1,2,1,3,1,3,2,2
1034,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,---1--2----,1,1,1,2,3,4,6,2,2,3
1035,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2-1--------,3,1,1,2,2,3,2,1,2,4
1036,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,------1----,2,1,2,2,2,1,3,1,2,2
1037,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2----1-----,2,1,1,1,3,2,3,7,2,3
1038,NA,NA,NA,1,NA,NA,2,NA,3,NA,NA,---1--2-3--,4,1,1,3,2,2,5,4,1,3
1039,3,NA,NA,2,NA,NA,NA,NA,1,NA,NA,3--2----1--,3,1,1,3,3,3,6,6,2,2
1040,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,---2--1----,0,3,1,2,3,4,6,2,2,3
1041,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,-2-----1---,0,6,1,2,1,1,88,3,2,3
1042,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1---------,4,1,1,2,1,1,2,1,2,2
1043,NA,NA,NA,1,NA,NA,3,NA,NA,NA,2,---1--3---2,3,1,2,2,2,4,5,2,2,2
1044,NA,NA,2,3,NA,NA,1,NA,NA,NA,NA,--23--1----,0,4,2,3,1,2,2,4,1,3
1045,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,-------1--2,2,3,1,2,4,4,5,4,99,88
1046,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,1,1,1,2,3,3,5,5,2,2
1047,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,---------3-,3,NA,99,NA,99,99,99,99,99,99
1048,NA,3,NA,NA,NA,NA,1,2,NA,NA,NA,-3----12---,4,1,2,2,99,3,6,2,3,2
1049,NA,2,NA,NA,3,NA,1,NA,NA,NA,NA,-2--3-1----,4,1,1,3,3,3,6,4,1,3
1050,NA,NA,NA,3,2,NA,1,NA,NA,NA,NA,---32-1----,3,1,1,2,4,3,6,2,1,2
1051,NA,NA,1,3,NA,NA,2,NA,NA,NA,NA,--13--2----,1,NA,99,NA,99,99,99,99,99,99
1052,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,-2----1----,0,1,1,2,4,3,6,4,2,2
1053,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,--1--------,1,1,2,2,2,4,2,2,1,3
1054,NA,NA,1,NA,2,NA,3,NA,NA,NA,NA,--1-2-3----,3,1,1,3,1,4,2,2,1,3
1055,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,1-2-------3,3,NA,99,NA,99,99,99,99,99,99
1056,NA,NA,3,NA,1,NA,2,NA,NA,NA,NA,--3-1-2----,1,1,1,2,3,3,6,2,2,3
1057,NA,NA,NA,NA,2,NA,NA,1,3,NA,NA,----2--13--,2,1,1,2,3,3,6,2,2,3
1058,NA,NA,2,NA,3,NA,NA,1,NA,NA,NA,--2-3--1---,3,1,1,2,1,3,3,3,2,3
1059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,----------1,4,2,1,2,3,88,4,2,2,3
1060,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,-------1-32,4,4,2,2,3,3,2,4,2,2
1061,3,NA,NA,1,NA,NA,2,NA,NA,NA,NA,3--1--2----,4,1,1,2,2,4,6,3,1,3
1062,3,NA,NA,1,NA,NA,2,NA,NA,NA,NA,3--1--2----,0,NA,2,2,2,4,6,5,2,3
1063,1,NA,NA,NA,2,3,NA,NA,NA,NA,NA,1---23-----,1,6,2,3,4,4,2,3,2,3
1064,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,------1----,2,1,2,2,2,3,3,4,2,2
1065,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3-2--------,2,1,2,4,2,3,1,1,2,3
1066,NA,NA,2,3,NA,NA,1,NA,NA,NA,NA,--23--1----,3,1,2,2,3,3,3,2,2,3
1067,NA,NA,NA,3,2,NA,NA,1,NA,NA,NA,---32--1---,4,1,1,2,4,4,1,3,1,3
1068,1,NA,NA,2,NA,NA,3,NA,NA,NA,NA,1--2--3----,0,1,2,2,3,4,2,2,2,3
1069,NA,NA,NA,NA,NA,NA,2,NA,3,NA,1,------2-3-1,4,1,1,NA,2,3,6,99,2,99
1070,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,---1-----32,3,1,1,2,1,3,99,3,3,3
1071,NA,NA,NA,1,NA,NA,NA,2,NA,3,NA,---1---2-3-,3,1,2,2,1,3,5,3,2,2
1072,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,--1---2----,2,1,1,2,4,4,2,2,2,2
1073,3,NA,NA,NA,NA,2,NA,NA,NA,NA,1,3----2----1,4,1,2,3,4,4,6,6,2,3
1074,NA,NA,2,NA,NA,NA,3,1,NA,NA,NA,--2---31---,3,1,2,2,4,3,6,3,2,2
1075,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,-21-------3,2,1,2,4,4,2,1,2,2,3
1076,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,------2---1,0,1,2,2,3,4,6,2,2,3
1077,NA,NA,NA,NA,NA,NA,1,3,NA,NA,2,------13--2,0,6,2,4,88,1,1,4,2,3
1078,NA,NA,1,2,NA,NA,3,NA,NA,NA,NA,--12--3----,2,3,2,2,2,4,4,2,3,3
1079,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,1,1,2,2,1,3,2,2,2,2
1080,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1---2------,0,4,1,2,3,3,6,2,2,3
1081,NA,NA,1,NA,2,NA,3,NA,NA,NA,NA,--1-2-3----,3,1,1,2,2,4,6,2,2,88
1082,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,0,1,1,2,2,3,2,3,1,3
1083,NA,NA,1,NA,3,NA,2,NA,NA,NA,NA,--1-3-2----,1,1,1,2,4,4,4,2,2,3
1084,NA,NA,NA,2,NA,NA,3,1,NA,NA,NA,---2--31---,1,1,1,2,3,4,6,2,3,3
1085,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,---1--2----,4,1,1,2,3,2,6,2,2,99
1086,3,NA,1,NA,NA,NA,2,NA,NA,NA,NA,3-1---2----,2,1,1,2,4,4,2,2,1,3
1087,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2-13-------,0,6,1,2,2,4,4,2,1,3
1088,NA,NA,NA,NA,3,NA,1,NA,NA,2,NA,----3-1--2-,1,1,2,2,4,4,6,3,2,3
1089,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,3,NA,99,NA,99,99,99,99,99,99
1090,NA,NA,2,NA,NA,NA,3,1,NA,NA,NA,--2---31---,4,1,1,2,4,4,6,2,2,2
1091,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,4,1,1,2,3,4,6,4,1,3
1092,NA,NA,NA,NA,1,NA,2,3,NA,NA,NA,----1-23---,3,3,1,2,3,4,4,4,2,3
1093,NA,NA,1,NA,NA,NA,3,NA,NA,NA,2,--1---3---2,1,6,1,3,3,4,6,3,3,3
1094,3,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3--1---2---,2,4,2,2,2,4,6,5,3,3
1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,0,1,1,2,3,3,1,2,2,3
1096,NA,NA,3,2,1,NA,NA,NA,NA,NA,NA,--321------,4,1,1,3,2,2,2,5,1,3
1097,2,1,NA,NA,NA,NA,NA,3,NA,NA,NA,21-----3---,1,1,1,3,3,1,6,5,2,4
1098,NA,NA,1,NA,2,NA,3,NA,NA,NA,NA,--1-2-3----,4,1,1,2,88,4,6,1,1,3
1099,NA,NA,2,NA,1,NA,3,NA,NA,NA,NA,--2-1-3----,3,1,1,2,4,4,5,3,1,3
1100,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,---2---1---,0,NA,99,NA,99,99,99,99,99,99
1101,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,231--------,2,3,2,1,1,4,2,4,3,3
1102,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,4,1,1,2,2,4,2,1,1,3
1103,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1----2-----,0,4,2,4,2,3,1,88,2,4
1104,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,------2-1--,2,6,2,3,3,4,6,6,1,3
1105,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,0,1,2,2,4,3,4,2,1,4
1106,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,------1---2,3,1,1,3,2,3,3,1,1,2
1107,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2-13-------,4,1,2,2,99,3,6,2,2,3
1108,1,NA,NA,2,NA,NA,3,NA,NA,NA,NA,1--2--3----,1,1,1,2,2,3,4,3,2,3
1109,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,0,1,1,2,2,4,3,1,3,3
1110,NA,NA,NA,NA,1,NA,2,NA,3,NA,NA,----1-2-3--,4,1,1,2,3,3,6,1,2,3
1111,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,--1---2----,2,1,2,2,2,4,6,1,3,3
1112,NA,NA,NA,NA,3,NA,2,1,NA,NA,NA,----3-21---,3,5,1,2,2,4,6,2,2,3
1113,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2-1--------,2,NA,88,3,4,2,88,88,2,4
1114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,0,NA,2,2,4,3,99,3,3,3
1115,NA,NA,NA,1,NA,NA,NA,2,NA,NA,3,---1---2--3,2,5,2,2,3,3,4,2,3,3
1116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-----------,4,NA,1,2,3,3,99,2,2,3
1117,NA,NA,NA,3,NA,NA,1,2,NA,NA,NA,---3--12---,4,1,2,2,4,4,4,2,3,2
1118,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,----1------,1,1,1,2,4,4,6,3,2,3
1119,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,---1---2---,2,1,1,2,2,3,6,3,1,3
1120,1,NA,3,NA,NA,NA,2,NA,NA,NA,NA,1-3---2----,0,1,2,2,3,4,5,2,1,3
1121,NA,NA,NA,3,1,NA,NA,NA,2,NA,NA,---31---2--,1,1,2,2,3,4,6,5,2,3
1122,NA,NA,NA,3,NA,1,NA,2,NA,NA,NA,---3-1-2---,1,1,1,3,2,4,6,6,2,4
1123,NA,NA,NA,3,NA,1,NA,2,NA,NA,NA,---3-1-2---,2,1,2,3,2,4,6,6,3,3
1124,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,1,1,1,2,4,3,4,2,3,4
1125,NA,NA,NA,3,1,NA,2,NA,NA,NA,NA,---31-2----,0,1,1,2,2,4,6,3,1,1
1126,NA,NA,NA,1,3,NA,2,NA,NA,NA,NA,---13-2----,1,1,1,3,3,4,6,3,1,2
1127,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3-1--------,1,1,2,2,2,3,2,1,1,3
1128,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,------1----,2,1,1,2,1,2,6,2,1,3
1129,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3-1--------,0,1,2,3,2,4,2,1,2,3
1130,NA,NA,1,NA,NA,NA,3,NA,NA,NA,2,--1---3---2,4,1,2,4,1,3,2,1,1,3
1131,NA,NA,1,NA,NA,NA,3,NA,NA,NA,2,--1---3---2,0,1,2,4,1,3,3,1,1,3
1132,NA,NA,2,1,NA,NA,3,NA,NA,NA,NA,--21--3----,4,1,1,2,3,2,6,3,1,2
1133,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,--1---2----,2,1,2,2,3,3,3,1,2,2
1134,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,2,2,1,2,3,1,1,99,2,3
1135,NA,NA,3,NA,1,NA,2,NA,NA,NA,NA,--3-1-2----,3,4,2,2,2,3,3,3,2,2
1136,NA,NA,3,1,NA,NA,2,NA,NA,NA,NA,--31--2----,3,1,2,2,4,4,2,3,3,3
1137,NA,NA,3,1,NA,NA,2,NA,NA,NA,NA,--31--2----,2,1,1,2,4,4,3,2,2,3
1138,NA,NA,2,NA,NA,NA,1,3,NA,NA,NA,--2---13---,3,3,1,2,3,2,1,2,1,1
1139,2,NA,NA,3,NA,NA,1,NA,NA,NA,NA,2--3--1----,4,1,1,2,3,3,4,2,1,3
1140,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-------1---,4,1,1,NA,4,4,6,4,1,2
1141,1,NA,NA,NA,NA,NA,NA,NA,3,NA,2,1-------3-2,3,1,1,4,2,3,1,4,2,3
1142,NA,NA,3,NA,NA,NA,NA,1,NA,NA,2,--3----1--2,1,5,2,3,2,3,4,3,2,2
1143,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,--------1--,4,1,1,3,1,4,4,5,2,3
1144,NA,NA,1,3,NA,NA,NA,NA,NA,2,NA,--13-----2-,4,1,2,2,2,4,6,3,2,3
1145,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,---2----1--,3,1,1,2,2,4,99,4,2,3
1146,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,-3----1----,0,1,2,3,1,2,1,5,2,2
1147,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,----1-2----,1,1,1,3,2,3,2,5,2,4
1148,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2,3--1------2,3,6,1,3,3,3,6,5,2,3
1149,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,-2----1----,2,1,2,2,3,4,6,3,2,3
1150,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,-2----1----,2,1,2,2,3,4,6,3,2,3
1151,NA,NA,2,1,NA,NA,3,NA,NA,NA,NA,--21--3----,0,1,2,2,3,3,6,2,1,3
1152,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,-----1-3---,1,1,1,1,4,4,6,7,2,4
1153,NA,NA,3,NA,NA,NA,1,NA,NA,NA,2,--3---1---2,0,1,1,2,4,2,2,1,2,4
1154,NA,NA,NA,NA,2,NA,3,1,NA,NA,NA,----2-31---,2,1,1,2,3,3,6,3,1,2
1155,NA,NA,1,2,3,NA,NA,NA,NA,NA,NA,--123------,4,3,1,2,2,2,1,2,3,4
1156,NA,NA,NA,NA,2,NA,NA,1,3,NA,NA,----2--13--,3,6,1,2,3,2,5,3,1,3
1157,NA,3,NA,NA,NA,NA,2,1,NA,NA,NA,-3----21---,0,1,1,2,3,4,6,3,1,2
1158,NA,NA,NA,3,NA,NA,2,1,NA,NA,NA,---3--21---,0,1,1,2,2,4,6,3,2,2
1159,NA,NA,2,NA,3,NA,NA,1,NA,NA,NA,--2-3--1---,1,5,1,2,3,4,3,3,2,3
1160,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,1,3,1,NA,3,4,4,1,2,3
1161,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,---3---1---,0,1,2,3,2,3,5,2,3,2
1162,NA,2,NA,NA,3,NA,1,NA,NA,NA,NA,-2--3-1----,0,1,1,2,4,4,6,2,1,3
1163,NA,NA,2,3,NA,NA,1,NA,NA,NA,NA,--23--1----,1,1,2,2,4,3,6,1,2,3
1164,NA,NA,NA,2,3,NA,NA,1,NA,NA,NA,---23--1---,0,1,1,3,3,3,6,2,2,2
1165,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,---2---1---,1,1,2,2,4,4,6,2,2,2
1166,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,1,1,1,2,3,4,3,1,1,3
1167,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,------21---,2,1,1,2,4,3,6,3,1,3
1168,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,--1---2---3,2,1,2,2,3,3,6,3,2,4
1169,2,NA,NA,1,NA,NA,3,NA,NA,NA,NA,2--1--3----,3,4,2,2,2,3,6,2,2,4
1170,3,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3--1---2---,4,4,1,2,2,3,6,4,1,3
