unit,federaldebt,unemployment,ineq,health,immigration,ethics,ranking,treat,import,male,income,education,nonwhite,female,partyid,personal,value,suffer,happy,health_rank1,healthexpenses,dem_rep,age
390,NA,NA,NA,NA,NA,NA,------,2,1,1,3,3,0,0,0.33000001311302185,1,1,1,1,NA,1,NA,3
391,NA,NA,6,3,NA,NA,--63--,2,1,0,6,5,1,1,0,1,0.5,1,0.6700000166893005,0,0,0,8
392,NA,NA,6,1,NA,NA,--61--,2,0.75,0,4,3,1,1,0.8399999737739563,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,1,1,1,8
393,NA,NA,3,2,NA,NA,--32--,2,1,0,6,6,1,1,1,1,1,1,1,0,1,1,3
394,NA,NA,5,1,NA,NA,--51--,2,0.75,0,3,5,1,1,0.8399999737739563,0.75,0.8399999737739563,1,0.6700000166893005,1,1,1,3
395,NA,NA,3,4,NA,NA,--34--,2,0.5,1,12,5,1,0,1,0.25,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,0,1,7
396,NA,NA,6,1,NA,NA,--61--,2,1,1,2,3,1,0,0.8399999737739563,NA,0.8399999737739563,0.6700000166893005,0.6700000166893005,1,1,1,5
397,NA,NA,5,1,NA,NA,--51--,2,1,0,7,5,0,1,0.8399999737739563,1,0.5,0.6700000166893005,0.6700000166893005,1,0,1,3
398,NA,NA,1,3,NA,NA,--13--,2,0.75,0,4,4,0,1,1,0.75,1,1,1,0,0,1,4
399,NA,NA,2,5,NA,NA,--25--,2,0.75,0,6,4,1,1,0.1599999964237213,0.75,0.6700000166893005,0.6700000166893005,0.8399999737739563,0,1,0,3
400,NA,NA,6,2,NA,NA,--62--,2,0.75,0,2,5,1,1,0.8399999737739563,0.75,1,1,0.5,0,0,1,6
401,NA,NA,5,1,NA,NA,--51--,2,0.75,0,4,2,0,1,1,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,1,1,1,4
402,NA,NA,5,2,NA,NA,--52--,2,1,0,3,3,1,1,0.5,1,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,0,NA,3
403,NA,NA,3,4,NA,NA,--34--,2,0,0,2,2,1,1,0.5,0,0.5,0.6700000166893005,0.6700000166893005,0,0,NA,5
404,NA,NA,4,3,NA,NA,--43--,2,0.75,0,8,5,1,1,1,0.75,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,1,1,4
405,NA,NA,NA,NA,NA,NA,------,2,0.75,1,6,5,0,0,1,0.75,0.8399999737739563,0.8399999737739563,0.5,NA,1,1,3
406,NA,NA,4,1,NA,NA,--41--,2,1,1,2,2,1,0,1,0.5,0.8399999737739563,0.8399999737739563,0.8399999737739563,1,0,1,7
407,NA,NA,5,3,NA,NA,--53--,2,1,0,4,3,1,1,0.5,1,1,1,0.5,0,0,NA,7
408,NA,NA,6,3,NA,NA,--63--,2,0.75,1,7,6,1,0,1,0.75,1,1,1,0,0,1,3
409,NA,NA,1,4,NA,NA,--14--,2,0.75,0,2,5,1,1,0.6700000166893005,0.75,0.6700000166893005,0.8399999737739563,0.5,0,1,NA,5
410,NA,NA,3,4,NA,NA,--34--,2,0.75,0,2,2,1,1,1,0.75,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,0,1,5
411,NA,NA,1,2,NA,NA,--12--,2,0.75,1,4,5,1,0,0.6700000166893005,0.5,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,0,NA,3
412,NA,NA,3,1,NA,NA,--31--,2,1,0,3,2,1,1,0.8399999737739563,1,1,1,0.8399999737739563,1,0,1,6
413,NA,NA,1,3,NA,NA,--13--,2,1,1,12,6,1,0,1,0.5,1,1,0.8399999737739563,0,0,1,7
414,NA,NA,5,1,NA,NA,--51--,2,1,0,10,5,0,1,1,1,1,1,1,1,0,1,5
415,NA,NA,4,1,NA,NA,--41--,2,0.5,0,5,6,1,1,0.6700000166893005,0.5,0.5,0.5,0.5,1,0,NA,5
416,NA,NA,6,1,NA,NA,--61--,2,0.75,1,4,2,0,0,0.8399999737739563,1,0.5,1,0.5,1,1,1,7
417,NA,NA,2,1,NA,NA,--21--,2,1,0,3,3,1,1,0.5,1,1,1,0.6700000166893005,1,0,NA,7
418,NA,NA,6,2,NA,NA,--62--,2,0.75,1,4,3,0,0,1,0.5,1,1,1,0,0,1,6
419,NA,NA,3,6,NA,NA,--36--,2,0,1,2,3,1,0,0.5,0.25,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,0,NA,7
420,NA,NA,3,5,NA,NA,--35--,2,0.75,1,6,6,1,0,0.1599999964237213,0.75,0.6700000166893005,0.8399999737739563,0.6700000166893005,0,1,0,4
421,NA,NA,2,1,NA,NA,--21--,2,1,0,4,2,1,1,0.5,1,0.6700000166893005,0.6700000166893005,0.6700000166893005,1,1,NA,4
422,NA,NA,4,1,NA,NA,--41--,2,0.75,0,1,3,1,1,0.6700000166893005,0.75,0.8399999737739563,1,0.8399999737739563,1,1,NA,4
423,NA,NA,5,2,NA,NA,--52--,2,1,0,4,2,1,1,0.5,1,1,1,0.5,0,1,NA,4
424,NA,NA,2,5,NA,NA,--25--,2,1,0,1,2,1,1,0.5,0.75,0.6700000166893005,0.8399999737739563,0.6700000166893005,0,1,NA,5
425,NA,NA,4,5,NA,NA,--45--,2,0.5,1,1,5,1,0,0.1599999964237213,0.5,0.5,0.5,0.5,0,0,0,3
426,NA,NA,2,1,NA,NA,--21--,2,0.5,0,3,3,NA,1,0,0.75,0.1599999964237213,0.5,0.1599999964237213,1,1,0,3
427,NA,NA,1,3,NA,NA,--13--,2,0.5,1,11,6,0,0,1,0.5,0.8399999737739563,1,0.8399999737739563,0,0,1,4
428,NA,NA,4,2,NA,NA,--42--,2,1,0,7,3,1,1,0.8399999737739563,1,1,1,0.5,0,1,1,5
429,NA,NA,1,2,NA,NA,--12--,2,1,1,4,5,1,0,1,0.75,1,1,0.6700000166893005,0,0,1,7
430,NA,NA,4,1,NA,NA,--41--,2,1,0,5,5,1,1,0.5,1,0.33000001311302185,0.5,0,1,0,NA,8
