unit,scott,hodge,taylor,liu,thao,delafuente,villanueva,reimann,jordan,reid,ranking,treat,age,gender,race,partisanship,education,vote_likelihood,display_order
100,NA,NA,NA,NA,NA,NA,2,1,NA,3,------21-3,0,34,Male,Black or African American,Independent,Some college but no degree,Very likely,Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)
101,NA,NA,NA,NA,NA,2,1,NA,3,NA,-----21-3-,0,21,Male,Latino or Hispanic,Democrat,High school diploma or equivalent,Very likely,Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)
102,NA,NA,NA,NA,3,1,2,NA,NA,NA,----312---,0,51,Female,White,Democrat,Master's degree,Very likely,John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)
103,2,NA,NA,NA,NA,1,NA,NA,NA,NA,2----1----,0,70,Female,White,Independent,Associate degree,Very likely,John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)
104,NA,NA,NA,NA,3,1,2,NA,NA,NA,----312---,0,46,Female,White,Democrat,Bachelor's degree,Very likely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)
105,NA,3,2,NA,1,NA,NA,NA,NA,NA,-32-1-----,0,33,Female,Asian and Pacific Islanders,Republican,Doctorate degree,Very likely,Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)
106,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,----1-----,0,43,Male,Other,Independent,Some college but no degree,Unlikely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)
107,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,-----1----,0,45,Female,Black or African American,Democrat,Some college but no degree,Very likely,Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)
108,2,NA,NA,NA,3,NA,NA,1,NA,NA,2---3--1--,0,35,Female,Latino or Hispanic,Independent,Less than high school diploma,Very unlikely,Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)
109,NA,2,NA,NA,NA,3,1,NA,NA,NA,-2---31---,0,30,Female,Asian and Pacific Islanders,Democrat,Bachelor's degree,Unlikely,Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)
110,1,NA,NA,NA,NA,NA,2,NA,3,NA,1-----2-3-,0,38,Male,White,Democrat,Bachelor's degree,Very likely,Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)
111,NA,NA,NA,NA,NA,2,1,NA,NA,3,-----21--3,0,37,Male,Black or African American,Democrat,Associate degree,Very unlikely,Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)
112,NA,NA,NA,NA,NA,3,1,2,NA,NA,-----312--,0,59,Female,White,Independent,Less than high school diploma,Unlikely,Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)
